REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;DATA DA ABERTURA;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
NORDESTE;BA;SANTA TERESINHA;CAMPO GRANDE;01420.003418/2006-94;26/12/2006;CERTIFICADA;25/2007;13/03/2007;54160.000303/2014-68;
CENTRO-OESTE;GO;CAMPOS BELOS;TAQUARUSSU;01420.001213/2006-74;30/05/2006;CERTIFICADA;25/2007;13/03/2007;54000.072043/2020-78;
CENTRO-OESTE;GO;CAMPOS BELOS;BREJÃO;01420.001212/2006-20;30/05/2006;CERTIFICADA;25/2007;13/03/2007;54000.072079/2020-51;
NORDESTE;MA;ALTO ALEGRE DO MARANHÃO;SAO JOSÉ;01420.003225/2006-33;08/12/2006;CERTIFICADA;25/2007;13/03/2007;54230.004083/2006-25;
NORDESTE;BA;SÃO FRANCISCO DO CONDE;MONTE RECÔNCAVO;01420.003419/2006-39;26/12/2006;CERTIFICADA;25/2007;13/03/2007;54160.003320/2014-11;
NORDESTE;MA;VARGEM GRANDE;SÃO FRANCISCO MALAQUIAS;01420.003421/2006-16;26/12/2006;CERTIFICADA;25/2007;13/03/2007;54230.01526/2006-26;TITULAÇÃO PARCIAL
NORTE;PA;INHANGAPI;BANDEIRA BRANCA;01420.002795/2006-14;01/11/2006;CERTIFICADA;25/2007;13/03/2007;;
NORDESTE;MA;ITAPECURU-MIRIM;MIRIM;01420.003448/2006-09;28/12/2006;CERTIFICADA;25/2007;13/03/2007;;
NORDESTE;MA;ITAPECURU-MIRIM;CURITIBA;01420.003447/2006-56;28/12/2006;CERTIFICADA;25/2007;13/03/2007;;
NORTE;PA;BAIÃO;BOA VISTA;01420.003446/2006-10;28/12/2006;CERTIFICADA;25/2007;13/03/2007;;
NORTE;PA;BAIÃO;UMARIZAL BEIRA;01420.003445/2006-67;28/12/2006;CERTIFICADA;25/2007;13/03/2007;;
NORDESTE;RN;MACAÍBA;CAPOEIRAS;01420.002137/2006-14;31/08/2006;CERTIFICADA;25/2007;13/03/2007;54330.002161/2004-67 ;DECRETO NO DOU
NORDESTE;BA;ABARÉ;FAZENDA CURRAL DA PEDRA, JULIÃO, TUIUIÚ, PEDRA DA ONÇA E PIRANHA;01420.000195/2007-94;31/01/2007;CERTIFICADA;25/2007;13/03/2007;54141.000091/2007-82;RTID
NORDESTE;PE;CABROBÓ;FAZENDA SANTANA;01420.000311/2007-75;14/02/2007;CERTIFICADA;25/2007;13/03/2007;54141.001371/2007-16;
NORDESTE;PE;CABROBÓ;JATOBÁ II;01420.000312/2007-10;14/02/2007;CERTIFICADA;25/2007;13/03/2007;54141.001271/2007-81;
NORDESTE;BA;JEQUIÉ;BARRO PRETO;01420.000313/2007-64;14/02/2007;CERTIFICADA;25/2007;13/03/2007;;
NORDESTE;BA;ITANHÉM;MOTA;01420.000314/2007-17;14/02/2007;CERTIFICADA;25/2007;13/03/2007;54160.001672/2013-51;
NORDESTE;PE;CABROBÓ;FAZENDA BELA VISTA;01420.000315/2007-53;14/02/2007;CERTIFICADA;25/2007;13/03/2007;54141.001272/2007-26;
NORDESTE;AL;ARAPIRACA;CARRASCO;01420.000322/1999-10;12/07/1999;CERTIFICADA;25/2007;13/03/2007;54360.000009/2012-01 ;
NORDESTE;BA;ITUBERÁ;CÁGADOS;01420.000743/2006-03;05/04/2006;CERTIFICADA;25/2007;13/03/2007;54160.002661/2014-70;
NORDESTE;BA;ANDARAÍ;FAZENDA VELHA;01420.002138/2006-69;31/08/2006;CERTIFICADA;25/2007;13/03/2007;54160.001066/2010-93;
NORDESTE;AL;PENEDO;TABULEIRO DOS NEGROS;01420.000138/1998-63;22/11/2007;CERTIFICADA;25/2007;13/03/2007;;
SUDESTE;SP;ELDORADO;ABOBRAL;01420.000578/2004-10;27/08/2004;CERTIFICADA;25/2007;13/03/2007;54190.001645/2007-83 ;
NORDESTE;BA;IBITIARA;CARAÍBAS;01420.002139/2006-11;31/08/2006;CERTIFICADA;25/2007;13/03/2007;;
SUDESTE;SP;ELDORADO;POÇA;01420.000583/2004-22;27/08/2004;CERTIFICADA;25/2007;13/03/2007;54190.002771/2008-36 ;
NORTE;PA;IRITUIA;SÃO FRANCISCO DO MARACAXETA;01420.002355/2006-59;20/09/2006;CERTIFICADA;25/2007;13/03/2007;54113.000248/2005-45;
SUDESTE;MG;RESSAQUINHA;SANTO ANTÔNIO DO MORRO GRANDE;01420.000421/2007-37;01/03/2007;CERTIFICADA;25/2007;13/03/2007;54170.006162/2007-11;
NORDESTE;PE;CUSTÓDIA;BUENOS AIRES;01420.000422/2007-81;01/03/2007;CERTIFICADA;25/2007;13/03/2007;54140.000624/2006-55 ;
NORDESTE;PI;CAMPO LARGO DO PIAUÍ;SÃO JOÃO VILA BOA ESPERANÇA;01420.000423/2007-26;01/03/2007;CERTIFICADA;25/2007;13/03/2007;54380.000262/2012-18;RTID
SUL;RS;SANTA MARIA;RECANTO DOS EVANGÉLICOS;01420.000424/2007-71;01/03/2007;CERTIFICADA;25/2007;13/03/2007;54220.001228/2006-55;
NORTE;PA;IRITUIA;SÃO JOSÉ DO PATAUATEUA;01420.002354/2006-12;18/08/2006;CERTIFICADA;25/2007;13/03/2007;54113.000248/2005-45;
NORDESTE;PE;CUSTÓDIA;LAGOINHA;01420.000483/2007-49;07/03/2007;CERTIFICADA;42/2007;16/04/2007;54141.000397/2008-10 ;
NORDESTE;PE;CUSTÓDIA;SERRA DA TORRE, SABÁ, ENGENHO, MOCÓ, MULUNGÚ, BARRO BRANCO, CARDOSO, SANTA MARIA, PITOMBEIRA, CALDERÃO, TAMBORIL, BALANÇAS, LAGOA CERCADA, AÇUDINHO, CACIMBA LIMPA DE CIMA, SACO GRANDE, SANTANA DO SABÁ;01420.000480/2007-13;07/03/2007;CERTIFICADA;42/2007;16/04/2007;54141.000403/2008-39 ;
NORDESTE;PE;CUSTÓDIA;SÍTIO RIACHO DO MEIO;01420.000481/2007-50;07/03/2007;CERTIFICADA;42/2007;16/04/2007;54141.000404/2008-83 ;
NORDESTE;PE;CUSTÓDIA;SÍTIO LAJEDO;01420.000482/2007-02;07/03/2007;CERTIFICADA;42/2007;16/04/2007;54141.000402/2008-94 ;
SUL;RS;BAGÉ;PALMAS;01420.000467/2007-56;06/03/2007;CERTIFICADA;42/2007;16/04/2007;54220.000397/2005-97;RTID
SUDESTE;MG;BELO HORIZONTE;MANZO NGUNZO KAIANGO;01420.000457/2007-11;05/03/2007;CERTIFICADA;42/2007;16/04/2007;54170.006166/2007-91;
SUL;RS;TAQUARA;PAREDÃO;01420.000468/2007-09;06/03/2007;CERTIFICADA;42/2007;16/04/2007;54220.002280/2006-29;
SUL;RS;CANGUÇU;MANOEL DO RÊGO;01420.000469/2007-45;06/03/2007;CERTIFICADA;42/2007;16/04/2007;54220.000399/2005-86;
SUL;RS;GRAVATAÍ;FERREIRA FIALHO;01420.000466/2007-10;06/03/2007;CERTIFICADA;42/2007;16/04/2007;54220.000011/2007-17;
SUL;RS;BUTIÁ;BUTIÁ;01420.000465/2007-67;06/03/2007;CERTIFICADA;42/2007;16/04/2007;54220.002501/2004-05;
NORDESTE;PE;CAPOEIRAS;SITIO IMBÉ;01420.000337/2005-51;04/03/2005;CERTIFICADA;42/2007;16/04/2007;54140.000269/2006-14 ;
NORDESTE;PE;CUSTÓDIA;SÍTIO AÇUDINHO;01420.000545/2007-12;12/03/2007;CERTIFICADA;42/2007;16/04/2007;54141.000401/2008-40 ;
NORDESTE;BA;JUSSARA;ALGODÕES;01420.000546/2007-67;12/03/2007;CERTIFICADA;42/2007;16/04/2007;;
SUDESTE;SP;ELDORADO;PEDRO CUBAS;01420.000581/2004-33;27/08/2004;CERTIFICADA;42/2007;16/04/2007;54190.001696/2005-43 ;
CENTRO-OESTE;MT;NOSSA SENHORA DO LIVRAMENTO;MATA CAVALO (Composta pelos povoados: Mata Cavalo de Cima, Mata Cavalo de Baixo, Ribeirão do Mutuca, Aguassú, Ventura Capim Verde e Ourinhos);01420.000586/2007-17;15/03/2007;CERTIFICADA;42/2007;16/04/2007;54240.001538/2004-70 ;TRD  - Despacho de 15/07/2000 - 18/07/2000
NORDESTE;PE;PANELAS;SÍTIO SAMBAQUIM;01420.000587/2007-53;15/03/2007;CERTIFICADA;42/2007;16/04/2007;;
NORDESTE;PE;PANELAS;RIACHÃO DO SAMBAQUIM;01420.000588/2007-06;15/03/2007;CERTIFICADA;42/2007;16/04/2007;;
SUL;PR;PALMAS;ADELAIDE MARIA TRINDADE BATISTA;01420.000584/2007-10;15/03/2007;CERTIFICADA;42/2007;16/04/2007;54200.002387/2007-96 ;
SUL;PR;PALMAS;CASTORINA MARIA DA CONCEIÇÃO;01420.000585/2007-64;12/03/2007;CERTIFICADA;42/2007;16/04/2007;54200.002055/2007-10 ;
SUL;PR;IVAÍ;RIO DO MEIO;01420.000544/2007-78;15/03/2007;CERTIFICADA;42/2007;16/04/2007;54200.003251/2009-65 ;
SUL;PR;IVAÍ;SÃO ROQUE;01420.000543/2007-23;12/03/2007;CERTIFICADA;42/2007;16/04/2007;54200.003250/2009-11 ;
NORDESTE;MA;CAJARI;SANTA MARIA;01420.000674/2007-19;23/03/2007;CERTIFICADA;42/2007;16/04/2007;54230.000813/2007-08 ;
NORDESTE;PI;ISAÍAS COELHO;SABONETE;01420.000676/2007-08;23/03/2007;CERTIFICADA;42/2007;16/04/2007;54380.002903/2006-21;RTID
NORTE;PA;SALVATERRA;BOA VISTA;01420.000735/2007-30;29/03/2007;CERTIFICADA;51/2007;16/05/2007;54100.000426/2007-49 ;
NORDESTE;MA;PINHEIRO;QUEIMADA DE JOÃO;01420.000736/2007-84;17/04/2007;CERTIFICADA;51/2007;16/05/2007;54230.000642/2007-17 ;
NORDESTE;PE;CABROBÓ;FAZENDA MANGUINHA;01420.000782/2007-83;29/03/2007;CERTIFICADA;51/2007;16/05/2007;;
NORDESTE;CE;TAMBORIL;TORRES;01420.000783/2007-28;04/04/2007;CERTIFICADA;51/2007;16/05/2007;54130.000774/2008-40 ;
NORTE;PA;CASTANHAL | INHANGAPI;CACOAL, ITABÓCA e QUATRO BOCAS;01420.000784/2007-72;04/04/2007;CERTIFICADA;51/2007;16/05/2007;;
NORTE;PA;CASTANHAL;SÃO PEDRO-BACURI;01420.000789/2007-03;04/04/2007;CERTIFICADA;51/2007;16/05/2007;;
SUDESTE;MG;ITINGA;GENIPAPO PINTOS;01420.000788/2007-51;05/04/2007;CERTIFICADA;51/2007;16/05/2007;54170.002476/2008-18;
SUDESTE;MG;ANTÔNIO CARLOS;CACHOEIRINHA;01420.000787/2007-14;05/04/2007;CERTIFICADA;51/2007;16/05/2007;54170.002458/2008-36;
SUDESTE;MG;PONTE NOVA;BAIRRO DE FÁTIMA;01420.000806/2007-02;05/04/2007;CERTIFICADA;51/2007;16/05/2007;54170.002473/2008-84;
NORDESTE;MA;PINHEIRO;OITEIRO;01420.000821/2007-42;09/04/2007;CERTIFICADA;51/2007;16/05/2007;;
CENTRO-OESTE;MT;SANTO ANTÔNIO DO LEVERGER;SESMARIA BIGORNA/ESTIVA;01420.000832/2007-22;10/04/2007;CERTIFICADA;51/2007;16/05/2007;54240.000919/2007-84 ;
NORTE;PA;ORIXIMINÁ;CACHOEIRA PORTEIRA ;01420.000833/2007-77;11/04/2007;CERTIFICADA;51/2007;16/05/2007;54501.001830/2014-46;
SUDESTE;RJ;MAGÉ;MARIA CONGA;01420.000880/2007-11;11/04/2007;CERTIFICADA;51/2007;16/05/2007;;
SUDESTE;MG;RIO ESPERA;MOREIRAS;01420.000881/2007-65;12/04/2007;CERTIFICADA;51/2007;16/05/2007;54170.002474/2008-29;
NORDESTE;MA;MONÇÃO;OUTEIRO;01420.000882/2007-18;17/04/2007;CERTIFICADA;51/2007;16/05/2007;54230.001442/2007-73 ;
SUDESTE;MG;CRISTÁLIA;PAIOL;01420.000185/2008-30;17/04/2007;CERTIFICADA;51/2007;16/05/2007;54170.00247520/08-73;
NORDESTE;PE;CUSTÓDIA;SÍTIO GROTÃO;01420.000884/2007-07;01/02/2008;CERTIFICADA;51/2007;16/05/2007;54141.000398/2008-64 ;
NORDESTE;PE;CUSTÓDIA;SÍTIO CARVALHO (Composta pelas comunidades: Sítios Vassouras, Poço do Capim, Cacimba Limpa, Barreiros, Papagaio, Bigode, Lagoa da Onça, Riacho Novo, Areia, Umbuzeiro, Fazenda Nova, Juá I e II, Barriguda, Samambaia, Poço do Boi, Barro Branco, Trocado e Bandeira);01420.000885/2007-43;17/04/2007;CERTIFICADA;51/2007;16/05/2007;54141.001702/2010-13 ;
NORDESTE;PE;CUSTÓDIA;SÍTIO CACHOEIRA DA ONÇA;01420.000886/2007-98;25/05/2007;CERTIFICADA;51/2007;16/05/2007;54141.000399/2008-17 ;
NORDESTE;BA;FEIRA DE SANTANA;LAGOA GRANDE;01420.001059/2007-11;17/04/2007;CERTIFICADA;51/2007;16/05/2007;54160.004536/2014-02;
NORDESTE;MA;PINHEIRO;RIO DOS PEIXES;01420.000918/2007-55;03/05/2007;CERTIFICADA;51/2007;16/05/2007;54230.000635/2007-15 ;
NORDESTE;MA;SÃO JOSÉ DE RIBAMAR;JUSSATUBA;01420.000920/2007-24;18/04/2007;CERTIFICADA;51/2007;16/05/2007;54230.000437/2007-43 ;
NORDESTE;MA;PRIMEIRA CRUZ;SANTO ANTÔNIO DOS PRETOS;01420.001152/2007-26;19/04/2007;CERTIFICADA;51/2007;16/05/2007;;
NORDESTE;MA;SANTA RITA;CENTRO DOS VIOLAS;01420.000923/2007-68;10/05/2007;CERTIFICADA;51/2007;16/05/2007;54230.006011/2005-33 ;
NORDESTE;BA;SENHOR DO BONFIM;ALTO DA MARAVILHA;01420.001093/2007-96;19/04/2007;CERTIFICADA;51/2007;16/05/2007;54160.001827/2013-50;
SUDESTE;RJ;QUATIS;SANTANA;01420.000102/1999-14;16/03/1999;CERTIFICADA;13/2008;05/03/2008;54180.001113/2004-12 ;TRD  - Despacho de 15/07/2000 - 18/07/2000
NORDESTE;MA;CODÓ;BOM JESUS;01420.001331/2007-63;25/05/2007;CERTIFICADA;13/2008;05/03/2008;54230.006073/2006-24 ;
NORDESTE;MA;PERI MIRIM;TIJUCA;01420.001330/2007-19;23/02/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;MA;ITAPECURU-MIRIM;POVOADO JAVI;01420.001354/2007-78;29/05/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;MA;OLINDA NOVA DO MARANHÃO;CALDO QUENTE;01420.001234/2007-71;17/05/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;PE;CARNAUBEIRA DA PENHA;TIRIRICA;01420.001390/2007-31;01/06/2007;CERTIFICADA;13/2008;05/03/2008;54141.001861/2010-18;
NORDESTE;BA;PRESIDENTE TANCREDO NEVES;ALTO ALEGRE;01420.001416/2007-41;04/06/2007;CERTIFICADA;13/2008;05/03/2008;54160.002590/2014-13;
NORDESTE;BA;CAMAMU;JETIMANA;01420.001413/2007-16;04/06/2007;CERTIFICADA;13/2008;05/03/2008;54160.000301/2012-71;RTID
NORDESTE;BA;CAMAMU;BARROSO;01420.001412/2007-63;04/06/2007;CERTIFICADA;13/2008;05/03/2008;54160.003872/2010-04;
NORDESTE;BA;CAMAMU;GARCIA;01420.001407/2007-51;04/06/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;BA;CAMAMU;PORTO DO CAMPO;01420.001406/2007-14;04/06/2007;CERTIFICADA;13/2008;05/03/2008;54160.003304/2011-86;RTID
NORDESTE;BA;CAMAMU;RONCO;01420.001410/2007-74;04/06/2007;CERTIFICADA;13/2008;05/03/2008;54160.000297/2011-61;
NORDESTE;BA;CAMAMU;TAPUIA;01420.001411/2007-19;04/06/2007;CERTIFICADA;13/2008;05/03/2008;54160.000678/2012-21;
NORDESTE;BA;CAMAMU;PEDRA RASA;01420.001405/2007-61;04/06/2007;CERTIFICADA;13/2008;05/03/2008;54160.000677/2012-86;
NORDESTE;BA;CAMAMU;PRATIGI;01420.001404/2007-17;04/06/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;BA;CAMAMU;ACARAÍ;01420.001402/2007-28;04/06/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;BA;TAPEROÁ;MIGUEL CHICO;01420.001393/2007-75;01/06/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;BA;VALENÇA;NOVO HORIZONTE I;01420.001415/2007-05;04/06/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;BA;TAPEROÁ;LANMEGO;01420.001394/2007-10;01/06/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;BA;PRESIDENTE TANCREDO NEVES;PAU DA LETRA;01420.001396/2007-17;01/06/2007;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;BA;VALENÇA;SARAPUÍ;01420.001623/2007-04;26/06/2007;CERTIFICADA;13/2008;05/03/2008;;
CENTRO-OESTE;GO;SÃO JOÃO D ALIANÇA;FORTE;01420.000288/2008-08;18/02/2008;CERTIFICADA;13/2008;05/03/2008;54700.000691/2008-49 ;
NORDESTE;MA;ICATU;SANTA MARIA;01420.000276/2008-75;18/02/2008;CERTIFICADA;13/2008;05/03/2008;54230.001903/2007-16 ;
NORDESTE;BA;MUQUÉM DE SÃO FRANCISCO;FAZENDA GRANDE;01420.000277/2008-10;18/02/2008;CERTIFICADA;13/2008;05/03/2008;54160.003482/2008-10;
NORDESTE;MA;BREJO;ALTO BONITO;01420.000279/2008-17;18/02/2008;CERTIFICADA;13/2008;05/03/2008;54230.005031/2007-57 ;RTID
NORDESTE;MA;SANTA RITA;POVOADO DE SANTA LUZIA;01420.000280/2008-33;24/01/2008;CERTIFICADA;13/2008;05/03/2008;;
NORDESTE;MA;ROSÁRIO;SÃO MIGUEL;01420.000282/2008-22;24/01/2008;CERTIFICADA;26/2008;05/03/2008;;
NORDESTE;BA;TAPEROÁ;GRACIOSA;01420.000283/2008-77;18/02/2008;CERTIFICADA;13/2008;05/03/2008;54160.003934/2014-01;RTID
NORDESTE;BA;CURAÇÁ;NOVA JATOBÁ;01420.000285/2008-66;18/02/2008;CERTIFICADA;13/2008;05/03/2008;54141.000435/2010-59;
CENTRO-OESTE;MS;CAMPO GRANDE;TIA EVA MARIA DE JESUS/ TIA EVA (VILA SÃO BENEDITO);01420.000289/2008-44;18/02/2008;CERTIFICADA;13/2008;05/03/2008;54290.003453/2007-83 ;
NORDESTE;MA;SANTA RITA;POVOADO PEDREIRAS;01420.000278/2008-64;24/01/2008;CERTIFICADA;26/2008;10/04/2008;;
NORDESTE;MA;ICATU;PAPAGAIO;01420.000281/2008-88;18/02/2008;CERTIFICADA;26/2008;10/04/2008;54230.004674/2007-83 ;
NORDESTE;AL;OLHO D ÁGUA DAS FLORES;GAMELEIRO;01420.000529/2008-19;12/03/2008;CERTIFICADA;26/2008;10/04/2008;;
NORDESTE;BA;CAMAMU;PIMENTEIRA;01420.001408/2007-03;04/06/2007;CERTIFICADA;26/2008;10/04/2008;;
NORDESTE;BA;BARRO ALTO;BARREIRINHO;01420.000630/2008-61;20/03/2008;CERTIFICADA;26/2008;10/04/2008;;
SUDESTE;MG;CHAPADA GAÚCHA;BURAQUINHOS;01420.000631/2008-14;20/03/2008;CERTIFICADA;26/2008;10/04/2008;54170.000108/2008-35;
NORDESTE;PB;DONA INÊS;CRUZ DA MENINA;01420.000632/2008-51;12/03/2008;CERTIFICADA;26/2008;10/04/2008;54320.001416/2011-12 ;
NORDESTE;PE;SANTA MARIA DA BOA VISTA;SERROTE;01420.000528/2008-66;10/03/2008;CERTIFICADA;26/2008;10/04/2008;54141.001216/2008-72;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;POVOADO DE SANTARÉM;01420.000710/2008-17;01/04/2008;CERTIFICADA;26/2008;10/04/2008;54230.004249/2009-56 ;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;SANTA CRUZ;01420.000711/2008-61;01/04/2008;CERTIFICADA;26/2008;10/04/2008;;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;SÃO PEDRO;01420.000712/2008-14;01/04/2008;CERTIFICADA;26/2008;10/04/2008;54230.001448/2008-21 ;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;PROMISSÃO VELHA;01420.000713/2008-51;01/04/2008;CERTIFICADA;26/2008;10/04/2008;54230.001093/2014-19 ;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;SANTO ANTÔNIO DO COSTA;01420.000714/2008-03;01/04/2008;CERTIFICADA;26/2008;10/04/2008;;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;BOA VISTA DOS FREITAS;01420.000715/2008-40;01/04/2008;CERTIFICADA;26/2008;10/04/2008;54230.004253/2009-14 ;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;SÃO DOMINGOS;01420.000763/2008-38;03/04/2008;CERTIFICADA;26/2008;10/04/2008;54230.001189/2009-10 ;
NORDESTE;MA;BACURI;BITIUA;01420.000762/2008-93;03/04/2008;CERTIFICADA;26/2008;10/04/2008;54230.000550/2008-18 ;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;POTOZINHO;01420.000761/2008-49;03/04/2008;CERTIFICADA;26/2008;10/04/2008;54230.001191/2009-99 ;
SUL;RS;NOVA PALMA;RINCÃO DO SANTO INÁCIO;01420.000983/2008-61;17/04/2008;CERTIFICADA;36/2008;14/05/2008;;
NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;COHEB;01420.000814/2008-21;08/04/2008;CERTIFICADA;36/2008;14/05/2008;;
SUDESTE;MG;OURO VERDE DE MINAS;CÓRREGO CARNEIRO;01420.001095/2007-85;07/05/2007;CERTIFICADA;36/2008;14/05/2008;54170.002519/2008-65;
NORDESTE;MA;PEDREIRAS;LAGO DA ONÇA;01420.000988/2008-94;22/04/2008;CERTIFICADA;36/2008;14/05/2008;;
NORDESTE;BA;MORRO DO CHAPÉU;QUEIMADA NOVA;01420.001039/2008-21;25/04/2008;CERTIFICADA;36/2008;14/05/2008;54160.001252/2013-75;
SUDESTE;MG;SERRA DO SALITRE |PATROCÍNIO |PATOS DE MINAS;FAMÍLIA TEODORO DE OLIVEIRA E VENTURA;01420.001041/2008-09;25/04/2008;CERTIFICADA;36/2008;14/05/2008;54170.002518/2008-11;RTID
NORDESTE;PE;BETÂNIA;SÍTIO TEIXEIRA;01420.001054/2008-70;28/04/2008;CERTIFICADA;36/2008;14/05/2008;;
NORDESTE;PE;BETÂNIA;SÍTIO BAIXAS;01420.001055/2008-14;25/04/2008;CERTIFICADA;36/2008;14/05/2008;54141.001003/2013-16;
NORDESTE;PE;BETÂNIA;SÍTIO SÃO CAETANO;01420.001056/2008-69;25/04/2008;CERTIFICADA;36/2008;14/05/2008;;
NORDESTE;PE;BETÂNIA;SÍTIO DE BRÊDOS;01420.001057/2008-11;25/04/2008;CERTIFICADA;36/2008;14/05/2008;;
NORDESTE;PE;SANTA MARIA DA BOA VISTA;INHANHUM;01420.001144/2008-61;30/04/2008;CERTIFICADA;60/2008;04/08/2008;54141.001217/2008-17;
NORDESTE;PE;SANTA MARIA DA BOA VISTA;CUPIRA;01420.001527/2008-39;03/06/2008;CERTIFICADA;60/2008;04/08/2008;54141.001215/2008-28;
NORDESTE;PE;VICÊNCIA;TRIGUEIROS;01420.001351/2008-15;20/05/2008;CERTIFICADA;60/2008;04/08/2008;54140.003331/2010-14 ;
SUDESTE;MG;SERRANÓPOLIS DE MINAS;BRUTIÁ;01420.001245/2008-31;13/05/2008;CERTIFICADA;60/2008;04/08/2008;54170.000072/2009-71;
SUDESTE;MG;SERRANÓPOLIS DE MINAS;CAMPOS;01420.001246/2008-86;13/05/2008;CERTIFICADA;60/2008;04/08/2008;54170.000073/2009-15;
SUDESTE;MG;VIRGEM DA LAPA;PEGA;01420.001526/2008-94;03/06/2008;CERTIFICADA;60/2008;04/08/2008;54170.000076/2009-59;
SUDESTE;MG;MINAS NOVAS;CAPOEIRINHA;01420.001215/2008-25;09/05/2008;CERTIFICADA;60/2008;04/08/2008;54170.000074/2009-60;
SUDESTE;MG;PIRANGA;SANTO ANTÔNIO DE PINHEIROS ALTOS;01420.001525/2008-40;03/06/2008;CERTIFICADA;60/2008;04/08/2008;54170.000078/2009-48;
SUDESTE;MG;POMPÉU;SACO BARREIRO;01420.001593/2007-28;22/06/2007;CERTIFICADA;60/2008;04/08/2008;54170.000077/2009-01;
NORDESTE;MA;PALMEIRÂNDIA;CRUZEIRO;01420.001493/2008-82;30/05/2008;CERTIFICADA;60/2008;04/08/2008;54230.000631/2008-18 ;RTID
NORDESTE;BA;CARINHANHA;ESTREITO;01420.001214/2008-81;09/05/2008;CERTIFICADA;60/2008;04/08/2008;;
NORDESTE;BA;BOM JESUS DA LAPA;BEBEDOURO;01420.001244/2008-97;13/05/2008;CERTIFICADA;60/2008;04/08/2008;54160.000647/2012-70;
SUDESTE;MG;ARAÇUAÍ;BAÚ;01420.001107/2007-71;07/05/2007;CERTIFICADA;60/2008;04/08/2008;54170.000070/2009-81;
SUDESTE;MG;ARAÇUAÍ;ARRAIAL DOS CRIOULOS;01420.001086/2007-94;07/05/2007;CERTIFICADA;60/2008;04/08/2008;54170.000069/2009-57;
SUL;RS;FORMIGUEIRO;PASSOS DOS MAIAS;01420.000469/2008-26;04/03/2008;CERTIFICADA;60/2008;04/08/2008;;
SUDESTE;SP;UBATUBA; FRADE,  RAPOSA, CAÇANDOQUINHA e SACO DAS BANANAS;01420.001964/2008-52;02/07/2008;CERTIFICADA;60/2008;04/08/2008;;
CENTRO-OESTE;GO;BARRO ALTO | SANTA RITA DO NOVO DESTINO;TOMÁS CARDOSO;01420.001175/2007-31;11/05/2007;CERTIFICADA;60/2008;04/08/2008;54150.002539/2007-93 ;CDRU
SUDESTE;MG;VIRGEM DA LAPA;ALTO JEQUITIBÁ (Composta pelas Comunidades: JEQUITIBÁ, BUGRE E QUILOMBO);01420.001744/2008-29;13/06/2008;CERTIFICADA;60/2008;04/08/2008;54170.000068/2009-11;
NORDESTE;MA;ITAPECURU-MIRIM;BRASILINA;01420.001743/2008-84;19/06/2008;CERTIFICADA;60/2008;04/08/2008;54230.002813/2007-34 ;
NORDESTE;PB;TAVARES;DOMINGOS FERREIRA;01420.001087/2007-39;07/05/2007;CERTIFICADA;60/2008;04/08/2008;54320.001414/2011-23 ;
NORDESTE;BA;MUQUÉM DE SÃO FRANCISCO;BOA VISTA DO PIXAIM;01420.001652/2008-49;11/06/2008;CERTIFICADA;60/2008;04/08/2008;54160.000062/2009-54;
CENTRO-OESTE;GO;BARRO ALTO;ANTÔNIO BORGES;01420.001174/2007-96;11/05/2007;CERTIFICADA;94/2008;09/12/2008;54150.002538/2007-49 ;
SUDESTE;MG;RIO ESPERA;BURACO DO PAIOL;01420.001889/2008-20;26/06/2008;CERTIFICADA;94/2008;09/12/2008;54170.000071/2009-26;
NORDESTE;BA;PALMEIRAS;CORCOVADO;01420.001888/2008-85;30/06/2008;CERTIFICADA;94/2008;09/12/2008;;
NORDESTE;PB;LIVRAMENTO; AREIA DE VERÃO,  VILA TEIMOSA e SUSSUARANA;01420.001965/2008-05;07/07/2008;CERTIFICADA;94/2008;09/12/2008;;
NORDESTE;PE;TRIUNFO;SEGREDO;01420.001741/2008-95;18/06/2008;CERTIFICADA;94/2008;09/12/2008;;
